1	1-1	[0:1]	[0:1]	Table of contents	Table des matières	0.6852
2806	1-1	[2030:2031]	[2030:2031]	(3) Subsections (1) and (2) come into force on January 1, 2027.	(3) Les paragraphes (1) et (2) entrent en vigueur le 1 er janvier 2027.	0.6757
2807	1-1	[2031:2032]	[2031:2032]	3 (1) Paragraph 132.2(3)(h) of the Act is replaced by the following: (h) where a share to which paragraph (g) applies would, if this Act were read without reference to this paragraph, cease to be a qualified investment (as defined in section 204 or subsection 207.01(1)) as a consequence of the qualifying exchange, the share is deemed to be a qualified investment until the earlier of the day that is 60 days after the day that includes the transfer time and the time at which it is disposed of in accordance with paragraph (g);	3 (1) L'alinéa 132.2(3)h) de la même loi est remplacé par ce qui suit : h) l'action à laquelle s'applique l'alinéa g) et qui cesserait, en l'absence du présent alinéa, d'être un placement admissible , au sens de l'article 204 ou du paragraphe 207.01(1), par suite de l'échange admissible est réputée être un tel placement jusqu'au soixantième jour suivant le jour qui comprend le moment du transfert ou, s'il est antérieur, jusqu'au moment où elle fait l'objet d'une disposition en conformité avec l'alinéa g);	0.5549
2808	1-1	[2032:2033]	[2032:2033]	(2) Subsections (1) comes into force on January 1, 2027.	(2) Le paragraphe (1) entre en vigueur le 1 er janvier 2027.	0.6656
2809	1-1	[2033:2034]	[2033:2034]	4 (1) Subparagraph (g)(iii) of the definition eligible trust in subsection 135.2(1) of the Act is replaced by the following: (iii) property described in paragraph (a) or subparagraph (c)(i) of the definition qualified investment in subsection 207.01(1) or a deposit with a credit union;	4 (1) Le sous-alinéa g)(iii) de la définition de fiducie admissible , au paragraphe 135.2(1) de la même loi, est remplacé par ce qui suit : (iii) un bien visé à l'alinéa a) ou au sous-alinéa c)(i) de la définition de placement admissible au paragraphe 207.01(1) ou un dépôt auprès d'une caisse de crédit;	0.5954
2810	2-2	[2034:2036]	[2034:2036]	(2) Subsection (1) comes into force on January 1, 2027. 5 (1) The definition qualified investment in subsection 146(1) of the Act is repealed.	(2) Le paragraphe (1) entre en vigueur le 1 er janvier 2027. 5 (1) La définition de placement admissible , au paragraphe 146(1) de la même loi, est abrogée.	0.5927
2811	1-1	[2036:2037]	[2036:2037]	(2) Subparagraph 146(4)(b)(ii) of the Act is replaced by the following: (ii) such portion of the amount determined under subparagraph (i) in respect of the trust for the year as can reasonably be considered to be income from, or from the disposition of, a qualified investment (as defined in subsection 207.01(1)) for the trust; and	(2) Le sous-alinéa 146(4)b)(ii) de la même loi est remplacé par ce qui suit : (ii) la partie du montant déterminé selon le sous-alinéa (i) à l'égard de la fiducie pour l'année, qu'il est raisonnable de considérer comme un revenu provenant soit d'un placement admissible (au sens du paragraphe 207.01(1)) pour elle, soit de la disposition d'un tel placement;	0.6284
2812	1-1	[2037:2038]	[2037:2038]	(3) Subsections (1) and (2) come into force on January 1, 2027.	(3) Les paragraphes (1) et (2) entrent en vigueur le 1 er janvier 2027.	0.6757
2813	1-1*	[2038:2040]|subS[0:1/3]	[2038:2040]|subT[0:1/3]	6 (1) The definition qualified investment in subsection 146.1(1) of the Act is repealed.	6 (1) La définition de placement admissible , au paragraphe 146.1(1) de la même loi, est abrogée.	0.5346
2814	1-1*	[2038:2040]|subS[1:2/3]	[2038:2040]|subT[1:2/3]	(2) The portion of subsection 146.1(5) of the Act before paragraph (a) is replaced by the following: Marginal note:	(2) Le passage du paragraphe 146.1(5) de la même loi précédant l'alinéa a) est remplacé par ce qui suit : Note marginale : Fiducie non imposable (5) Aucun impôt n'est à payer en vertu de la présente partie par une fiducie régie par un REEE sur son revenu imposable pour une année d'imposition.	0.2057
2815	1-1*	[2038:2040]|subS[2:3/3]	[2038:2040]|subT[2:3/3]	Trust not taxable (5) No tax is payable under this Part by a trust that is governed by a RESP on its taxable income for a taxation year, except that, if at any time in the taxation year, it holds a property that is a non-qualified investment (as defined in subsection 207.01(1)) for the trust, tax is payable under this Part by the trust on the amount that would be its taxable income for the taxation year if it had no income or losses from sources other than non-qualified investments, and no capital gains or capital losses other than from dispositions of non-qualified investments, and for that purpose,	Toutefois, si, au cours de l'année, la fiducie détient un bien qui est un placement non admissible (au sens du paragraphe 207.01(1)) pour elle, l'impôt prévu par la présente partie est à payer par elle sur la somme qui serait son revenu imposable pour l'année si elle n'avait pas tiré de revenu, ni subi de perte, de sources autres que des placements non admissibles ni n'avait de gains en capital ou de pertes en capital ne provenant pas de la disposition de tels placements, et à cette fin :	0.4557
2816	1-1	[2040:2041]	[2040:2041]	(3) Subsections (1) and (2) come into force on January 1, 2027.	(3) Les paragraphes (1) et (2) entrent en vigueur le 1 er janvier 2027.	0.6757
2817	1-1*	[2041:2043]|subS[0:1/3]	[2041:2043]|subT[0:1/2]	7 (1) The definition qualified investment in subsection 146.3(1) of the Act is repealed.	7 (1) La définition de placement admissible , au paragraphe 146.3(1) de la même loi, est abrogée.	0.5217
2818	2-1*	[2041:2043]|subS[1:3/3]	[2041:2043]|subT[1:2/2]	(2) The description of A in the definition minimum amount in subsection 146.3(1) of the Act is replaced by the following: A is the total fair market value of all properties held in connection with the fund at the beginning of the year (other than annuity contracts held by the plan trust that, at the beginning of the calendar year, are described in paragraph (j) of the definition qualified investment in subsection 207.01(1));	(2) L'élément A de la formule figurant à la définition de minimum , au paragraphe 146.3(1) de la même loi, est remplacé par ce qui suit : A représente la juste valeur marchande totale des biens détenus dans le cadre du fonds au début de l'année, à l'exception des contrats de rente détenus par une fiducie régie par le fonds et qui, au début de l'année, sont visés à l'alinéa j) de la définition de placement admissible au paragraphe 207.01(1);	0.6708
2819	1-1	[2043:2044]	[2043:2044]	(3) Paragraph (a) of the description of C in the definition minimum amount in subsection 146.3(1) of the Act is replaced by the following: (a) a periodic payment under an annuity contract described in paragraph (j) of the definition qualified investment in subsection 207.01(1) that is held by the trust at the beginning of the year and is paid to the trust in the year, or	(3) L'alinéa a) de l'élément C de la formule figurant à la définition de minimum , au paragraphe 146.3(1) de la même loi, est remplacé par ce qui suit : a) un paiement périodique prévu par un contrat de rente détenu par la fiducie au début de l'année visé à l'alinéa j) de la définition de placement admissible au paragraphe 207.01(1) qui est versé à la fiducie au cours de l'année,	0.6293
2820	1-1*	[2044:2045]|subS[0:1/3]	[2044:2045]|subT[0:1/3]	(4) The portion of paragraph 146.3(2)(e.	(4) Le passage de l'alinéa 146.3(2)e.	0.6284
2821	1-1*	[2044:2045]|subS[1:2/3]	[2044:2045]|subT[1:2/3]	1) of the Act before subparagraph (i) is replaced by the following: (e.	1) de la même loi précédant le sous-alinéa (i) est remplacé par ce qui suit :	0.5685
2822	1-1*	[2044:2045]|subS[2:3/3]	[2044:2045]|subT[2:3/3]	1) if the fund does not govern a trust or the fund governs a trust created before 1998 that does not hold an annuity contract as a qualified investment (as defined in subsection 207.01(1)) for the trust, the fund provides that if an annuitant, at any time, directs that the carrier transfer all or part of the property held in connection with the fund, or an amount equal to its value at that time, to another registered retirement income fund of the annuitant or in accordance with subsection (14.1), the transferor shall retain an amount equal to the lesser of	e.1) si le fonds ne régit pas de fiducie ou s'il régit une fiducie établie avant 1998 qui ne détient pas de contrat de rente à titre de placement admissible (au sens du paragraphe 207.01(1)) pour elle, le fonds prévoit que, dans le cas où, à un moment donné, un rentier ordonne à l'émetteur de transférer à un autre fonds enregistré de revenu de retraite du rentier, ou conformément au paragraphe (14.1), tout ou partie des biens détenus dans le cadre du fonds ou un montant égal à la valeur de ceux-ci à ce moment, le cédant doit conserver un montant égal au moins élevé des montants suivants :	0.6893
